SubjID,ListNumb,ConditionID,TargID,Transcriber Initials,Transcription,TranscriptionNotes,NamingError,SceneSetting,SourceMention,SourceMenFrame,GoalMention,GoalMenFrame,MentionOrder,MannerofMotion,CodingNotes,CoderInitials
S11,L2,CG_A,Targ4,,,honeycomb instead of hive/nest,y,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S11,L2,CG_A,Targ5,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S11,L2,CG_A,Targ6,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S11,L2,CG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,NER
S11,L2,CG_A,Targ8,,,,n,n,n,,n,,none,flies,does not describe as a change of location event,NER
S11,L2,CG_A,Targ9,,,,n,n,n,,y,to-pp,goal only,crawls,"malfunction of PP affected speaker's description ""The snake slithers but stays in place"" ",NER
S11,L2,CG_A,Targ10,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S11,L2,CG_A,Targ11,,,,n,n,y,from-pp,y,on-pp,source-goal,conjoined,detaches; flies; lands; 3 part event,NER
S11,L2,CG_A,Targ12,,,,n,n,y,from-pp,y,to-pp,source-goal,moves,,NER
S11,L2,CG_A,Targ13,,,,n,n,y,from-pp,y,to-pp,source-goal,crawls,,NER
S11,L2,CG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,drives,,NER
S11,L2,CG_A,Targ15,,,watering hole instead of well,y,n,n,,y,towards-pp,goal only,hops,,NER
S11,L2,CG_A,Targ16,,,,n,n,n,,n,,none,sneaks,does not describe as a change of location event,NER
S11,L2,CG_A,Targ17,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,NER
S11,L2,CG_A,Targ18,,,,n,n,y,from-pp,y,to-pp,source-goal,crawls,,NER
S12,L3,CG_A,Targ1,,,,n,n,y,from-pp,y,of-pp,source-goal,leaps,,MLD
S12,L3,CG_A,Targ2,,,,n,y,y,from-pp,y,to-pp,source-goal,gallops,"mentions directions - from right to left, diagonally",MLD
S12,L3,CG_A,Targ3,,,,n,n,y,from-part,y,to-pp,source-goal,runs,,MLD
S12,L3,CG_A,Targ4,,,,n,y,y,from-pp,y,to-pp,source-goal,flies,"mentions directions - from right to left, diagonally",MLD
S12,L3,CG_A,Targ5,,,,n,y,y,other,y,to-pp,source-goal,flies,describes original location of the butterfly in detail first - says it's resting on the chair,MLD
S12,L3,CG_A,Targ6,,,,n,y,y,from-pp,y,to-pp,source-goal,moves,"mentions directions - from right to left, diagonally",MLD
S12,L3,CG_A,Targ7,,,,n,y,y,from-pp,y,into-pp,source-goal,conjoined,"mentions directions - from right to left, diagonally",MLD
S12,L3,CG_A,Targ8,,,,n,y,y,of-pp,y,to-pp,source-goal,moves,mentions directions; mentions the haunted house as a starting point ,MLD
S12,L3,CG_A,Targ9,,,,n,n,y,from-pp,y,to-pp,source-goal,slithers,mentions directions,MLD
S12,L3,CG_A,Targ10,,,,n,n,y,from-part,y,of-pp,source-goal,conjoined,flew + rests,MLD
S12,L3,CG_A,Targ11,,,,n,n,y,from-part,y,to-pp,source-goal,moves,"describes motions in a lot of detail, focus on direction",MLD
S12,L3,CG_A,Targ12,,,,n,n,y,from-pp,y,other,source-goal,moves,"mentions directions - from right to left, diagonally; mentions the shipwreck as where the submarine stops",MLD
S12,L3,CG_A,Targ13,,,,n,y,y,from-pp,y,to-pp,source-goal,crawls,"mentions directions - from right to left, diagonally",MLD
S12,L3,CG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,moves,mentions direction,MLD
S12,L3,CG_A,Targ15,,,,n,y,y,from-pp,y,to-pp,source-goal,moves,,MLD
S12,L3,CG_A,Targ16,,,,n,y,y,from-pp,y,to-pp,source-goal,slides,describes how the burglar was looking,MLD
S12,L3,CG_A,Targ17,,,,n,y,y,from-pp,y,to-pp,source-goal,moves,"mentions directions - from right to left, diagonally",MLD
S12,L3,CG_A,Targ18,,,,n,y,y,other,y,to-part,source-goal,moves,"describes where the mouse started, did not say explicitly that it was from there",MLD
S13,L1,NCG_A,Targ1,,,,y,n,y,from-pp,y,to-pp,source-goal,jumps,,NER
S13,L1,NCG_A,Targ2,,,,n,y,y,from-pp,y,to-pp,source-goal,runs,,NER
S13,L1,NCG_A,Targ3,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,NER
S13,L1,NCG_A,Targ4,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S13,L1,NCG_A,Targ5,,,,n,y,y,from-pp,y,to-pp,source-goal,flies,,NER
S13,L1,NCG_A,Targ6,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S13,L1,NCG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,NER
S13,L1,NCG_A,Targ8,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,NER
S13,L1,NCG_A,Targ9,,,,n,n,y,from-pp,y,to-pp,source-goal,moves,,NER
S13,L1,NCG_A,Targ10,,,,y,y,y,from-pp,y,to-pp,source-goal,flies,,NER
S13,L1,NCG_A,Targ11,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,specified Jupiter as the planet,NER
S13,L1,NCG_A,Targ12,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,NER
S13,L1,NCG_A,Targ13,,,,n,n,y,from-pp,y,to-pp,source-goal,crawls,,NER
S13,L1,NCG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,drives,,NER
S13,L1,NCG_A,Targ15,,,,n,y,y,from-pp,y,over-pp,source-goal,hops,,NER
S13,L1,NCG_A,Targ16,,,,n,y,y,from-pp,y,to-pp,source-goal,walks,,NER
S13,L1,NCG_A,Targ17,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,NER
S13,L1,NCG_A,Targ18,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,NER
S14,L2,NCG_A,Targ1,,,,n,n,y,off-pp,y,onto-pp,source-goal,hops,,MLD
S14,L2,NCG_A,Targ2,,,,n,n,y,from-part,n,,source only,runs,flee event,MLD
S14,L2,NCG_A,Targ3,,,,n,n,n,,y,towards-pp,goal only,runs,,MLD
S14,L2,NCG_A,Targ4,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S14,L2,NCG_A,Targ5,,,,n,n,n,,y,towards-pp,goal only,flies,,MLD
S14,L2,NCG_A,Targ6,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S14,L2,NCG_A,Targ7,,,,n,n,n,,y,to-pp,goal only,walks,,MLD
S14,L2,NCG_A,Targ8,,,,n,n,n,,y,towards-pp,goal only,flies,,MLD
S14,L2,NCG_A,Targ9,,,,n,n,n,,n,,none,slithers,does not describe as a change of location event,MLD
S14,L2,NCG_A,Targ10,,,,n,n,y,off-part,y,onto-pp,source-goal,flies,,MLD
S14,L2,NCG_A,Targ11,,,,n,n,y,on-pp,y,off-pp,goal-source,conjoined,lands + comes off,MLD
S14,L2,NCG_A,Targ12,,,,n,y,y,from-part,n,,source only,floats,away event,MLD
S14,L2,NCG_A,Targ13,,,,n,n,y,from-pp,y,to-part,source-goal,crawls,,MLD
S14,L2,NCG_A,Targ14,,,,n,n,y,from-part,y,to-pp,source-goal,drives,from in front of...,MLD
S14,L2,NCG_A,Targ15,,,,n,n,n,,y,towards-pp,goal only,hops,,MLD
S14,L2,NCG_A,Targ16,,,,n,n,y,of-part,n,,source only,crawls,out of,MLD
S14,L2,NCG_A,Targ17,,,,n,n,y,from-pp,n,,source only,walks,carrying event,MLD
S14,L2,NCG_A,Targ18,,,,n,n,y,from-part,y,to-part,source-goal,crawls,,MLD
S15,L3,NCG_A,Targ1,,,,n,n,y,from-pp,y,onto-pp,source-goal,leaps,,MLD
S15,L3,NCG_A,Targ2,,,,n,n,y,of-part,n,,source only,runs,out of,MLD
S15,L3,NCG_A,Targ3,,,,n,n,n,,y,to-pp,goal only,runs,,MLD
S15,L3,NCG_A,Targ4,,,,n,n,n,,y,into-pp,goal only,flies,,MLD
S15,L3,NCG_A,Targ5,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S15,L3,NCG_A,Targ6,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S15,L3,NCG_A,Targ7,,,,n,n,n,,y,to-pp,goal only,walks,,MLD
S15,L3,NCG_A,Targ8,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S15,L3,NCG_A,Targ9,,,,n,n,n,,y,to-pp,goal only,slithers,,MLD
S15,L3,NCG_A,Targ10,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S15,L3,NCG_A,Targ11,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S15,L3,NCG_A,Targ12,,,,n,n,n,,y,to-pp,goal only,goes,,MLD
S15,L3,NCG_A,Targ13,,,,n,n,n,,y,towards-pp,goal only,crawls,,MLD
S15,L3,NCG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,drives,,MLD
S15,L3,NCG_A,Targ15,,,,n,n,n,,y,to-pp,goal only ,hops,,MLD
S15,L3,NCG_A,Targ16,,,,n,n,n,,n,,none,walks,does not describe as a change of location event,MLD
S15,L3,NCG_A,Targ17,,,,n,n,n,,y,towards-pp,goal only,walks,,MLD
S15,L3,NCG_A,Targ18,,,,n,n,n,,y,under-pp,goal only,goes,,MLD
S16,L1,CG_A,Targ1,,,,n,n,n,,y,to-pp,goal only,jumps,,MLD
S16,L1,CG_A,Targ2,,,,n,n,n,,y,towards-pp,goal only,gallops,,MLD
S16,L1,CG_A,Targ3,,,,n,n,n,,y,to-pp,goal only,runs,,MLD
S16,L1,CG_A,Targ4,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S16,L1,CG_A,Targ5,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S16,L1,CG_A,Targ6,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S16,L1,CG_A,Targ7,,,,n,n,n,,y,to-pp,goal only,walks,,MLD
S16,L1,CG_A,Targ8,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S16,L1,CG_A,Targ9,,,,n,n,n,,y,to-pp,goal only,slithers,,MLD
S16,L1,CG_A,Targ10,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S16,L1,CG_A,Targ11,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S16,L1,CG_A,Targ12,,,,n,n,n,,y,to-pp,goal only,moves,,MLD
S16,L1,CG_A,Targ13,,,,n,n,n,,y,towards-pp,goal only,crawls,,MLD
S16,L1,CG_A,Targ14,,,,n,n,n,,y,to-pp,goal only,drives,,MLD
S16,L1,CG_A,Targ15,,,,n,n,n,,y,to-pp,goal only,hops,,MLD
S16,L1,CG_A,Targ16,,,,n,n,n,,y,to-pp,goal only,tip-toes,,MLD
S16,L1,CG_A,Targ17,,,,n,n,n,,y,to-pp,goal only,walks,,MLD
S16,L1,CG_A,Targ18,,,,n,n,n,,y,to-pp,goal only,crawls,,MLD
S18,L3,CG_A,Targ1,,,,n,n,n,,y,to-part,goal only,hops,,MLD
S18,L3,CG_A,Targ2,,,,n,n,y,from-pp,y,to-part,source-goal,trots,,MLD
S18,L3,CG_A,Targ3,,,,,,,,,,,,***skipped - accidentally clicked too fast***,MLD
S18,L3,CG_A,Targ4,,,,n,n,y,from-pp,y,to-part,source-goal,conjoined,flies + stops,MLD
S18,L3,CG_A,Targ5,,,,n,n,n,,y,on-pp,goal only,lands,,MLD
S18,L3,CG_A,Targ6,,,,n,n,y,from-pp,y,of-pp,source-goal,conjoined,flies + stops ,MLD
S18,L3,CG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,MLD
S18,L3,CG_A,Targ8,,,,n,n,y,from-part,y,to-part,source-goal,flies,away event,MLD
S18,L3,CG_A,Targ9,,,,n,n,y,from-pp,y,to-part,source-goal,lurks,,MLD
S18,L3,CG_A,Targ10,,,,n,n,y,from-part,y,to-part,source-goal,flies,,MLD
S18,L3,CG_A,Targ11,,,,n,n,y,off-pp,y,to-part,source-goal,shoots,,MLD
S18,L3,CG_A,Targ12,,,,n,n,y,of-part,y,to-part,source-goal,floats,,MLD
S18,L3,CG_A,Targ13,,,,n,n,y,from-pp,y,to-pp,source-goal,crawls,,MLD
S18,L3,CG_A,Targ14,,,,n,n,y,from-pp,y,to-part,source-goal,drives,,MLD
S18,L3,CG_A,Targ15,,,,n,n,y,from-pp,y,to-part,source-goal,hops,,MLD
S18,L3,CG_A,Targ16,,,,n,n,n,,y,to-pp,goal only,creeps,,MLD
S18,L3,CG_A,Targ17,,,,n,n,n,,y,to-part,goal only,carries,bring event - not just change of location,MLD
S18,L3,CG_A,Targ18,,,,n,n,y,from-pp,y,other-part,source-goal,slides,,MLD
S19,L1,NCG_A,Targ1,,,,n,y,y,from-pp,y,onto-pp,source-goal,jumps,,MLD
S19,L1,NCG_A,Targ2,,,,n,n,y,from-part,y,to-pp,source-goal,runs,,MLD
S19,L1,NCG_A,Targ3,,,,n,y,y,from-pp,y,to-pp,source-goal,runs,,MLD
S19,L1,NCG_A,Targ4,,,,n,y,y,on-pp,y,to-pp,source-goal,flies,"describes original location, but doesnt explicitly mention it as starting point",MLD
S19,L1,NCG_A,Targ5,,,,n,y,y,other,y,to-pp,source-goal,flies,"error - had to press space twice to start video; describes butterfly sitting on the lamppost, but doesn't explicitly say that the butterfly started out from there",MLD
S19,L1,NCG_A,Targ6,,,,n,y,y,other,y,to-pp,source-goal,flies,"describes original location of fairy, but doesnt' explicilty say that that was the starting point",MLD
S19,L1,NCG_A,Targ7,,,,n,y,y,from-pp,y,into-pp,source-goal,walks,"describes the room as the landmarks, but still mentions bookshelf",MLD
S19,L1,NCG_A,Targ8,,,,n,y,y,from-pp,y,to-part,source-goal,goes,,MLD
S19,L1,NCG_A,Targ9,,,,n,y,y,from-pp,y,to-pp,source-goal,moves,,MLD
S19,L1,NCG_A,Targ10,,,,n,y,y,from-pp,y,of-pp,source-goal,flies,,MLD
S19,L1,NCG_A,Targ11,,,,n,y,y,v-np,y,onto-pp,source-goal,conjoined,leaves + makes its way,MLD
S19,L1,NCG_A,Targ12,,,,n,y,y,at-pp,y,to-pp,source-goal,moves,,MLD
S19,L1,NCG_A,Targ13,,,,n,y,y,from-pp,y,to-pp,source-goal,crawls,,MLD
S19,L1,NCG_A,Targ14,,,,n,y,y,from-pp,y,of-pp,source-goal,drives,,MLD
S19,L1,NCG_A,Targ15,,,,n,y,y,other,y,towards-pp,source-goal,jumps,"describes original location of bunny, but doesnt' explicilty say that that was the starting point",MLD
S19,L1,NCG_A,Targ16,,,,n,y,y,from-pp,y,to-pp,source-goal,runs,,MLD
S19,L1,NCG_A,Targ17,,,,n,y,y,from-part,y,to-part,source-goal,walks,,MLD
S19,L1,NCG_A,Targ18,,,,n,y,y,from-pp,y,other-pp,source-goal,moves,,MLD
S29,L1,CG_A,Targ1,,,,n,n,n,,y,on-pp,goal only,conjoined,jumps + lands,MLD
S29,L1,CG_A,Targ2,,,,n,n,n,,y,to-part,goal only,runs,,MLD
S29,L1,CG_A,Targ3,,,,n,n,n,,y,to-part,goal only,runs,,MLD
S29,L1,CG_A,Targ4,,,,n,n,n,,y,to-part,goal only,flies,,MLD
S29,L1,CG_A,Targ5,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S29,L1,CG_A,Targ6,,,,n,n,n,,y,towards-pp,goal only,flies,,MLD
S29,L1,CG_A,Targ7,,,,n,n,n,,y,to-part,goal only,walks,,MLD
S29,L1,CG_A,Targ8,,,,n,n,n,,y,to-part,goal only,flies,down to,MLD
S29,L1,CG_A,Targ9,,,,n,n,n,,y,to-part,goal only,crawls,,MLD
S29,L1,CG_A,Targ10,,,,n,n,n,,y,to-part,goal only,flies,,MLD
S29,L1,CG_A,Targ11,,,,n,n,y,v-np,y,towards-pp,source-goal,conjoined,leaves + flies,MLD
S29,L1,CG_A,Targ12,,,,n,n,n,,y,to-part,goal only,swims,,MLD
S29,L1,CG_A,Targ13,,,,n,n,n,,y,to-part,goal only,crawls,,MLD
S29,L1,CG_A,Targ14,,,,n,n,n,,y,to-pp,goal only,drives,,MLD
S29,L1,CG_A,Targ15,,,,n,n,n,,y,to-part,goal only,hops,,MLD
S29,L1,CG_A,Targ16,,,,n,n,n,,y,to-part,goal only,moves,,MLD
S29,L1,CG_A,Targ17,,,,n,n,n,,y,to-part,goal only,walks,,MLD
S29,L1,CG_A,Targ18,,,,n,n,n,,y,towards-pp,goal only,moves,,MLD
S28,L3,NCG_A,Targ1,,,,n,n,y,of-part,y,to-part,source-goal,hops,,MLD
S28,L3,NCG_A,Targ2,,,,n,n,y,from-pp,y,to-pp,source-goal,trots,,MLD
S28,L3,NCG_A,Targ3,,,,n,y,y,from-pp,y,to-pp,source-goal,travels,,MLD
S28,L3,NCG_A,Targ4,,,,n,y,y,from-part,y,to-pp,source-goal,flies,,MLD
S28,L3,NCG_A,Targ5,,,,n,y,y,v-np,y,v-np,source-goal,conjoined,leaves + reaches,MLD
S28,L3,NCG_A,Targ6,,,,n,y,y,from-pp,y,to-pp,source-goal,hovers,,MLD
S28,L3,NCG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,MLD
S28,L3,NCG_A,Targ8,,,,n,y,y,from-part,y,to-pp,source-goal,floats,,MLD
S28,L3,NCG_A,Targ9,,,,n,y,y,at-pp,y,to-pp,source-goal,travels,starts + stop,MLD
S28,L3,NCG_A,Targ10,,,,n,y,y,of-part,y,to-pp,source-goal,floats,,MLD
S28,L3,NCG_A,Targ11,,,,n,n,y,from-pp,y,to-pp,source-goal,conjoined,leaves + stop,MLD
S28,L3,NCG_A,Targ12,,,,n,y,y,from-pp,y,to-pp,source-goal,travels,,MLD
S28,L3,NCG_A,Targ13,,,,n,y,y,from-pp,y,towards-pp,source-goal,crawls,,MLD
S28,L3,NCG_A,Targ14,,,,n,y,y,from-pp,y,to-pp,source-goal,drives,,MLD
S28,L3,NCG_A,Targ15,,,,n,y,y,from-pp,y,to-pp,source-goal,hops,,MLD
S28,L3,NCG_A,Targ16,,,,n,y,y,from-pp,y,to-pp,source-goal,walks,,MLD
S28,L3,NCG_A,Targ17,,,,n,y,y,from-pp,y,to-pp,source-goal,walks,also describes carrying stuff,MLD
S28,L3,NCG_A,Targ18,,,,n,y,y,under-pp,y,to-pp,source-goal,travels,,MLD
S27,L2,NCG_A,Targ1,,,,n,n,y,from-pp,y,to-pp,source-goal,jumps,,MLD
S27,L2,NCG_A,Targ2,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S27,L2,NCG_A,Targ3,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S27,L2,NCG_A,Targ4,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S27,L2,NCG_A,Targ5,,,,n,y,y,other-pp,y,to-part,source-goal,flies,doesn't say that the butterfly starts from the chair explicitly,MLD
S27,L2,NCG_A,Targ6,,,,n,y,y,from-pp,y,to-part,source-goal,flies,"doesn't say that the fairy ends up at the rainbow explicitly,says she flies to hte sky, but mentions the rainbow",MLD
S27,L2,NCG_A,Targ7,,,,n,n,y,from-pp,y,into-pp,source-goal,walks,"uses rooms as landmarks, but mentions bookshelf and stove",MLD
S27,L2,NCG_A,Targ8,,,,n,n,y,from-pp,y,towards-pp,source-goal,flies,,MLD
S27,L2,NCG_A,Targ9,,,,n,y,y,from-part,y,to-part,source-goal,slithers,,MLD
S27,L2,NCG_A,Targ10,,,,n,n,y,from-pp,y,on-pp,source-goal,conjoined,flies + lands,MLD
S27,L2,NCG_A,Targ11,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,MLD
S27,L2,NCG_A,Targ12,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,MLD
S27,L2,NCG_A,Targ13,,,,n,n,y,from-pp,y,towards-pp,source-goal,crawls,,MLD
S27,L2,NCG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,goes,,MLD
S27,L2,NCG_A,Targ15,,,,n,n,y,from-pp,y,towards-pp,source-goal,hops,,MLD
S27,L2,NCG_A,Targ16,,,,n,n,n,,n,,none,walks,does not describe as a change of location event,MLD
S27,L2,NCG_A,Targ17,,,,n,y,y,from-pp,y,towards-pp,source-goal,walks,,MLD
S27,L2,NCG_A,Targ18,,,,n,y,y,from-pp,y,towards-pp,source-goal,goes,,MLD
S26,L1,NCG_A,Targ1,,,,n,y,y,from-pp,y,to-pp,source-goal,leaps,,MLD
S26,L1,NCG_A,Targ2,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S26,L1,NCG_A,Targ3,,,,n,n,y,from-pp,y,towards-pp,source-goal,runs,,MLD
S26,L1,NCG_A,Targ4,,,,n,y,y,from-pp,y,into-pp,source-goal,flies,,MLD
S26,L1,NCG_A,Targ5,,,,n,n,y,from-pp,y,to-part,source-goal,conjoined,flies + lands,MLD
S26,L1,NCG_A,Targ6,,,,n,n,y,from-pp,y,to-pp,source-goal,conjoined,moves + flies,MLD
S26,L1,NCG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,MLD
S26,L1,NCG_A,Targ8,,,,n,y,y,from-pp,y,towards-pp,source-goal,flies,,MLD
S26,L1,NCG_A,Targ9,,,,n,y,n,,y,towards-pp,goal only,slithers,,MLD
S26,L1,NCG_A,Targ10,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S26,L1,NCG_A,Targ11,,,,n,n,y,other-pp,y,on-pp,source-goal,conjoined,"launched + lands; maybe be careful with this one? the satellite is a landmark, but she uses it not as the source - past the satellite suggests it came from somewhere else",MLD
S26,L1,NCG_A,Targ12,,,,n,y,y,from-pp,y,towards-pp,source-goal,moves,,MLD
S26,L1,NCG_A,Targ13,,,,n,y,y,from-pp,y,towards-pp,source-goal,crawls,,MLD
S26,L1,NCG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,drives,,MLD
S26,L1,NCG_A,Targ15,,,,n,n,y,from-pp,y,towards-pp,source-goal,hops,,MLD
S26,L1,NCG_A,Targ16,,,,n,n,n,,y,towards-pp,goal only,tip-toes,,MLD
S26,L1,NCG_A,Targ17,,,,n,y,n,,n,,none,throws,does not describe as a change of location event,MLD
S26,L1,NCG_A,Targ18,,,,n,y,y,from-part,y,to-pp,source-goal,crawls,,MLD
S25,L3,CG_A,Targ1,,,,n,n,n,,n,,none,leaps,"doesn't list starting point or end point, uses the screen as end point. not felicitous in description of event",MLD
S25,L3,CG_A,Targ2,,,,n,n,n,,y,to-pp,goal only,runs,,MLD
S25,L3,CG_A,Targ3,,,,n,n,n,,n,,none,runs,"doesn't list starting point or end point, uses the screen as end point. not felicitous in description of event",MLD
S25,L3,CG_A,Targ4,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S25,L3,CG_A,Targ5,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S25,L3,CG_A,Targ6,,,,n,n,n,,y,to-pp,goal only,moves,,MLD
S25,L3,CG_A,Targ7,,,,n,n,n,,y,of-pp,goal only,walks,"doesn't say that the boy ends up at the stove explicitly, says he's in front of. I htink this is still an endpoint",MLD
S25,L3,CG_A,Targ8,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S25,L3,CG_A,Targ9,,,,n,n,n,,n,,none,slithers,"doesn't list starting point or end point, uses the screen as end point. not felicitous in description of event",MLD
S25,L3,CG_A,Targ10,,,,n,n,n,,y,on-pp,goal only,flies,,MLD
S25,L3,CG_A,Targ11,,,,n,n,n,,n,,none,conjoined,"takes off + flies - doesn't list starting point or end point, uses the screen as end point. not felicitous in description of event",MLD
S25,L3,CG_A,Targ12,,,,n,n,n,,y,to-pp,goal only,goes,,MLD
S25,L3,CG_A,Targ13,,,,n,n,n,,y,to-pp,goal only,crawls,,MLD
S25,L3,CG_A,Targ14,,,,n,n,n,,n,,none,drives,"doesn't list starting point or end point, uses the screen as end point. not felicitous in description of event",MLD
S25,L3,CG_A,Targ15,,,,n,n,n,,y,to-pp,goal only,hops,,MLD
S25,L3,CG_A,Targ16,,,,n,n,n,,n,,none,creeps,"doesn't list starting point or end point, uses the screen as end point. not felicitous in description of event",MLD
S25,L3,CG_A,Targ17,,,,n,n,n,,y,towards-pp,goal only,walks,,MLD
S25,L3,CG_A,Targ18,,,,n,n,n,,y,under-pp,goal only,crawls,,MLD
S24,L2,CG_A,Targ1,,,,n,n,y,from-pp,y,to-pp,source-goal,jumps,,MLD
S24,L2,CG_A,Targ2,,,,n,n,n,,y,to-pp,goal only,runs,,MLD
S24,L2,CG_A,Targ3,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S24,L2,CG_A,Targ4,,,,n,n,n,,y,to-part,goal only,flies,,MLD
S24,L2,CG_A,Targ5,,,,n,n,n,,y,to-pp,goal only,flies,,MLD
S24,L2,CG_A,Targ6,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S24,L2,CG_A,Targ7,,,,n,n,n,,y,into-pp,goal only,walks,"mentions teh stove, but not as an endpoint. uses room as endpoint",MLD
S24,L2,CG_A,Targ8,,,,n,n,n,,y,to-part,goal only,flies,,MLD
S24,L2,CG_A,Targ9,,,said 'slake' instead of 'snake',y,n,y,from-pp,y,to-pp,source-goal,moves,,MLD
S24,L2,CG_A,Targ10,,,,n,n,y,from-pp,y,on-pp,source-goal,flies,doesn't actually say 'to'? ,MLD
S24,L2,CG_A,Targ11,,,,n,n,y,from-pp,y,on-pp,source-goal,conjoined,goes + lands,MLD
S24,L2,CG_A,Targ12,,,,n,n,y,from-pp,y,to-pp,goal-source,swims,,MLD
S24,L2,CG_A,Targ13,,,,n,n,n,,y,to-pp,goal only,crawls,,MLD
S24,L2,CG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,goal-source,drives,,MLD
S24,L2,CG_A,Targ15,,,,n,n,n,,y,to-part,goal only,hops,,MLD
S24,L2,CG_A,Targ16,,,,n,n,n,,y,to-pp,goal only,sneaks,,MLD
S24,L2,CG_A,Targ17,,,,n,n,n,,y,to-pp,goal only,moves,,MLD
S24,L2,CG_A,Targ18,,,,n,n,n,,y,to-pp,goal only,goes,,MLD
S23,L1,CG_A,Targ1,,,,y,n,y,from-pp,y,to-pp,source-goal,jumps,,MLD
S23,L1,CG_A,Targ2,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S23,L1,CG_A,Targ3,,,,n,n,y,from-pp,y,to-pp,source-goal,runs,,MLD
S23,L1,CG_A,Targ4,,,,n,n,y,from-pp,y,to-pp,source-goal,moves,,MLD
S23,L1,CG_A,Targ5,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S23,L1,CG_A,Targ6,,,,n,n,y,from-pp,y,to-pp,source-goal,flies,,MLD
S23,L1,CG_A,Targ7,,,,n,n,y,from-pp,y,to-pp,source-goal,walks,,MLD
S23,L1,CG_A,Targ8,,,,n,n,y,from-part,y,to-pp,source-goal,flies,,MLD
S23,L1,CG_A,Targ9,,,,n,n,y,from-pp,y,to-pp,source-goal,moves,,MLD
S23,L1,CG_A,Targ10,,,,n,n,y,from-part,y,to-pp,source-goal,flies,,MLD
S23,L1,CG_A,Targ11,,,,n,n,y,from-pp,y,to-pp,source-goal,conjoined,flies + lands,MLD
S23,L1,CG_A,Targ12,,,,n,n,y,from-pp,y,to-pp,source-goal,moves,,MLD
S23,L1,CG_A,Targ13,,,,n,n,y,from-pp,y,to-pp,source-goal,crawls,,MLD
S23,L1,CG_A,Targ14,,,,n,n,y,from-pp,y,to-pp,source-goal,drives,,MLD
S23,L1,CG_A,Targ15,,,,n,n,y,from-pp,y,to-pp,source-goal,jumps,,MLD
